Order ID,Customer ID,Customer Name,Order Date,Ship Date,Ship Mode,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6923226025630,8f5486b7-c7b5-42bc-9a8a-aeca1a50aec3,Richard Rodriguez,2021-12-03,2021-12-13,Second Class,Walkermouth,Minnesota,40502,Central,Technology,Chairs,Focused directional algorithm,1200.74,1,0.31,805.3035204383681
4145868501422,5408f9ac-6601-4dd0-b170-f437a8f7ef5a,Victoria Johnson,2024-04-17,2024-04-19,Same Day,Reedmouth,Nevada,79958,East,Furniture,Phones,Profound bifurcated info-mediaries,375.7,4,0.25,252.55331390022428
0608835615958,41357e8c-30a9-40ad-939b-462de645f129,Belinda Mccullough,2023-11-30,2023-12-08,First Class,Elizabethmouth,Montana,91885,West,Furniture,Bookcases,Implemented neutral capacity,1742.34,6,0.23,1329.4670983241015
6299468044365,f0bbac67-aa38-40a1-aba2-5efe311c6eb6,Lisa Morris,2023-08-21,2023-08-23,Standard Class,Lowehaven,New Mexico,96964,East,Technology,Chairs,Down-sized stable artificial intelligence,535.61,3,0.21,406.25815374045914
9513433200370,a2086977-a9f2-4336-83f4-a9a948a639d0,Patricia Gibson,2024-06-08,2024-06-13,First Class,Lake Heather,New York,52884,West,Office Supplies,Bookcases,Fully-configurable client-server projection,1819.44,3,0.02,1766.273565650371
1632870831720,c03f3538-e485-4aa1-816b-6287b00805cc,Mary Travis,2024-04-16,2024-04-22,First Class,Stephaniemouth,South Carolina,94777,South,Technology,Chairs,Profit-focused interactive neural-net,482.27,4,0.05,450.9795148315703
7743487347147,be6033f7-28be-4288-a5af-6e39722764e6,George Orozco,2022-02-06,2022-02-10,Same Day,East Jesse,Vermont,20529,Central,Office Supplies,Chairs,Triple-buffered didactic architecture,1020.11,5,0.33,666.2066883860518
7603669096709,8ae8905b-54b4-4482-a858-6eba6a34c854,Elizabeth Price,2023-07-16,2023-07-18,Same Day,South Jeffrey,Nevada,64155,East,Furniture,Phones,Assimilated human-resource Graphical User Interface,970.6,3,0.05,911.2850164810662
2729806990169,67814c1f-cc53-4e36-addc-3e13ab3b4d37,Joel Williams,2023-05-15,2023-05-18,Second Class,Jasonmouth,Michigan,50193,West,Technology,Phones,Grass-roots web-enabled instruction set,1225.05,3,0.45,666.9483397769305
0805310033096,78660765-14f7-4e8d-95bc-b8d04094dded,Cameron Caldwell,2024-02-27,2024-02-28,Second Class,South Holly,Wyoming,48852,East,Office Supplies,Phones,Down-sized real-time portal,1307.39,2,0.44,725.4103630364394
2419049663196,1d5206ab-b7e6-427c-bf78-0e3ff6b751f7,Lori Garcia,2023-01-15,2023-01-16,Standard Class,Port Tonyaton,Minnesota,70328,South,Furniture,Bookcases,Optimized stable hub,1298.1,8,0.11,1115.419706872354
0671657262846,575aed2c-a5c5-450c-8186-a57611a72609,Tamara Hampton,2023-09-26,2023-10-05,Same Day,Petersenshire,Louisiana,42746,Central,Technology,Tables,Fully-configurable background focus group,194.31,2,0.43,62.377676878008565
7996507527351,c01f36bf-3e6d-458b-b367-c28de1b294de,Gina Beard,2024-09-27,2024-09-28,Standard Class,Angelahaven,Illinois,11722,South,Office Supplies,Chairs,Front-line uniform installation,1777.89,7,0.48,895.9081080293776
7770143634952,3d85de89-c217-4429-8e20-07247d137018,Joseph Coleman,2024-02-05,2024-02-15,Second Class,Michaelmouth,Louisiana,40690,East,Office Supplies,Chairs,Function-based discrete capability,693.53,6,0.13,595.5914945620818
8233749894131,1e9b23bc-50c7-4006-b14d-3441b8a6171f,Isaac Turner,2024-01-11,2024-01-15,Same Day,West Brandon,Arkansas,73030,South,Furniture,Chairs,Implemented tangible capacity,1192.25,3,0.17,970.1719771917479
1094777520471,7daa39f0-c0b6-4ce2-9e53-790aa34b6cf6,Austin Vasquez,2024-03-18,2024-03-26,First Class,East Edwardshire,Maryland,11665,East,Furniture,Chairs,Fully-configurable bottom-line open architecture,672.06,5,0.11,550.14226023388
9386774964993,989bc4da-9b37-422b-aa8a-616fc3b290d0,Tyler Garcia,2022-08-22,2022-08-24,Standard Class,West Donna,Hawaii,31940,South,Technology,Phones,Enhanced neutral archive,1161.75,10,0.25,851.948221012344
9740344713495,735435ea-6894-4b8d-80af-5b3a2812859a,Taylor Coleman,2024-01-27,2024-02-02,Same Day,Lake Edward,Louisiana,19144,Central,Furniture,Chairs,Compatible analyzing concept,139.77,5,0.29,86.28531251202593
9471746488772,bfbbb17f-9854-4e4e-8ebf-a5c3cae9b4a7,Andrew Reynolds,2023-02-16,2023-02-22,Same Day,Anthonybury,Utah,75893,East,Office Supplies,Binders,Reverse-engineered 3rdgeneration task-force,696.09,1,0.15,569.0175189478828
0278742967176,9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Gary Santiago,2022-06-10,2022-06-17,Second Class,Robertfort,Maine,87347,East,Office Supplies,Tables,Open-architected well-modulated neural-net,1970.54,10,0.45,1056.7884955757438
4516808760382,50843242-168b-4625-b46f-78910964fbbf,Peter Garrett,2021-12-23,2022-01-02,First Class,West Andrea,Maine,57925,Central,Furniture,Chairs,Total mobile capability,882.3,6,0.08,785.5718422280017
3248086131714,9bdf0377-a149-43c2-b920-264c0763fcd0,Brittany Cantu,2022-12-31,2023-01-10,Second Class,Robertfort,New Mexico,32447,West,Technology,Bookcases,Persevering neutral circuit,468.41,9,0.3,281.49147346204677
8214658404499,9970cf60-ebff-4d15-b0cb-d7556232b17a,Mary Grimes,2023-08-28,2023-08-30,Standard Class,Reedside,Wisconsin,71729,West,Furniture,Binders,Multi-tiered logistical Graphic Interface,132.64,7,0.48,30.09600092052954
3963605766276,b28f41de-fb14-4bc3-b04b-8590de9e3757,Beth Sanford,2023-03-03,2023-03-13,Same Day,Port Meganville,North Dakota,60391,South,Furniture,Bookcases,Advanced uniform circuit,409.51,5,0.4,218.66628600456372
2174596158655,f84f16b3-a79f-4faf-9ef5-768968f45bce,Stacy Freeman,2024-01-22,2024-01-26,First Class,New Caseyport,Iowa,98381,Central,Furniture,Chairs,Cross-group intermediate attitude,585.83,9,0.15,460.87103159704463
1724005045567,df615a5c-b432-4070-a23d-4c2fc2a79689,Joseph Knight,2022-07-10,2022-07-19,First Class,East Christian,Missouri,81727,East,Technology,Chairs,Synergized disintermediate methodology,978.45,7,0.37,611.3365003946967
7474074821756,3b70b3a1-24a3-4cf2-9549-c931e9af299d,Elizabeth Hayden DDS,2023-09-13,2023-09-19,Standard Class,Jamesfurt,New Mexico,14480,West,Furniture,Phones,Front-line homogeneous orchestration,758.8,2,0.32,503.4994938501212
4064090974395,fe2110d0-4bbe-4aff-9326-dffd5be4bf51,Colleen Lee,2022-10-28,2022-11-05,Standard Class,Lake Colton,South Dakota,85218,Central,Technology,Tables,Balanced fault-tolerant toolset,1941.6,10,0.14,1629.9661635349348
2145623285880,5d678bb1-945e-42e4-888a-93ec70d9c9f8,Sandra Scott,2023-10-22,2023-10-23,First Class,Juliemouth,Delaware,61886,West,Office Supplies,Tables,Compatible client-server system engine,125.71,8,0.49,38.48371510241627
6851604817549,ad238d36-dc32-4c97-b9c1-e262f76c8ede,Samantha Bentley,2022-03-21,2022-03-28,Second Class,South Angel,Oklahoma,43493,West,Furniture,Chairs,Seamless directional project,1109.74,6,0.03,1067.6937838706651
4612004711385,76da3ca0-d2e8-4f38-a2a9-d4d8102efde5,Jesse Santiago,2024-09-19,2024-09-29,Second Class,Matthewsberg,Nebraska,86342,Central,Technology,Phones,Cross-platform mobile pricing structure,870.85,3,0.03,814.0211884777625
0537735158503,479d0cda-f396-4a37-b065-c817687a4850,Colton Martinez,2023-09-10,2023-09-16,Standard Class,Lake Jasontown,Arkansas,44214,Central,Office Supplies,Binders,Fully-configurable clear-thinking toolset,1806.37,7,0.21,1384.8842107748426
8393352904228,d46ef104-1190-4f50-b488-5a4690882eaf,Rebecca Rodriguez,2021-11-13,2021-11-17,First Class,North Michael,Kansas,77683,East,Office Supplies,Phones,Inverse 3rdgeneration conglomeration,1044.64,2,0.46,518.3236440091252
6811775891786,bde13c1b-2073-4f6d-8d6a-05b343ef2016,Luis Acosta,2024-07-23,2024-08-01,Same Day,Stephentown,Arkansas,63282,Central,Office Supplies,Tables,Open-architected interactive software,1304.33,2,0.3,872.5103670462343
7115921249988,e8e22743-b65f-4ea9-bd82-42641ba362e7,Jane Harper,2023-01-05,2023-01-06,First Class,Wagnerchester,Connecticut,92484,Central,Office Supplies,Tables,Customizable solution-oriented projection,1460.27,6,0.34,954.9191902528697
3673657661565,b888f6ed-8d24-4e3e-84da-bddbe0b15aba,David Mckay,2024-09-04,2024-09-10,Same Day,Jonesland,Colorado,57107,Central,Furniture,Bookcases,Cross-platform value-added support,318.99,5,0.38,190.17122188607865
0988516560495,8e6e5003-214f-4f12-8fd0-1cbd5f65c8ce,Brian Romero,2022-06-01,2022-06-04,Standard Class,Walkerville,Minnesota,73411,East,Technology,Binders,Multi-layered bifurcated task-force,1580.68,4,0.22,1197.7880038853468
6899809402443,cea60f4c-39e5-4ff0-92f8-37d447503f1d,Heather White,2022-05-14,2022-05-16,First Class,Jonestown,Colorado,98295,East,Technology,Binders,Progressive didactic implementation,1859.99,2,0.22,1416.0263070519368
5459910229011,284bf962-5744-4596-b422-21676b7a2460,Matthew Tucker,2023-08-21,2023-08-22,Standard Class,Nelsonhaven,Delaware,45743,South,Furniture,Binders,Optional bifurcated forecast,1887.93,5,0.02,1819.4412459794512
8403690034324,7c93f6cc-97d7-4560-adb1-4670ad9fb00d,Donna Wilson,2023-11-15,2023-11-18,Same Day,Thompsonfurt,Ohio,92732,East,Technology,Tables,Focused motivating open architecture,754.07,5,0.14,623.3595779921096
1606071596962,5aaab32f-ce63-42b6-ab05-347fd556b37d,Jennifer Wilson,2021-11-05,2021-11-13,Standard Class,Georgemouth,Vermont,47929,West,Technology,Bookcases,Cross-group intermediate benchmark,711.28,1,0.33,428.0567006430489
8164535218186,6683e107-96c0-44d0-af88-7f283e49fd09,Susan Bailey,2024-07-02,2024-07-11,First Class,East Curtis,Kentucky,26357,West,Office Supplies,Phones,Enhanced real-time collaboration,1356.36,8,0.36,830.0413983093188
2779979955274,134a5a2f-a7cf-405c-8257-cf73c29d782b,Jeremy Turner,2022-12-04,2022-12-07,Standard Class,West Williamport,New Jersey,59734,West,Furniture,Bookcases,Automated analyzing hub,1854.11,3,0.1,1655.3690033185105
1998679807930,a508dc95-13a4-4492-897d-e16dd4ea120a,John Hernandez,2022-01-08,2022-01-17,Standard Class,Garciamouth,Virginia,11554,East,Technology,Tables,Profit-focused secondary conglomeration,1728.03,2,0.3,1196.5693364525494
7889255466594,7010ed13-b526-422d-bf6c-21f70a0537f0,Mark Cook,2023-02-28,2023-03-04,Same Day,New Erikaport,Kentucky,95362,East,Office Supplies,Tables,Switchable real-time collaboration,1154.47,6,0.21,893.996641314056
2546291486522,a9e27ba9-952e-4abb-94dd-5061555736f8,Sandra Rodgers,2024-09-02,2024-09-12,First Class,Lake Ellenhaven,Mississippi,02890,South,Furniture,Tables,Multi-lateral fault-tolerant contingency,284.79,7,0.38,143.44214721328137
7332214188803,f29a6339-577b-455a-b6d5-5494f37fd50d,Sherri Williamson,2024-04-18,2024-04-24,Standard Class,Mooreburgh,Vermont,82386,South,Furniture,Binders,Down-sized uniform intranet,447.59,3,0.43,249.12306534013567
3794738347359,ad261ec5-5d42-49e9-a92e-07b60b2f6d5c,Laura Alexander,2022-12-15,2022-12-17,Same Day,Shawchester,Hawaii,26675,East,Furniture,Binders,Robust client-driven extranet,129.27,7,0.09,109.20120904895244
5818141247827,dfc620ce-7b07-4d31-a424-4f230d5ba7cd,Anna Lozano,2023-09-04,2023-09-08,Same Day,Sarahchester,Arkansas,52465,South,Technology,Tables,Profit-focused holistic encoding,1711.29,7,0.1,1525.699375354997
3051522047278,5ffa46ef-14e4-480c-be99-36a362dbc850,Aaron Miller,2022-11-05,2022-11-06,Standard Class,Port Edward,Washington,80308,Central,Office Supplies,Binders,Progressive interactive budgetary management,764.85,2,0.44,420.2954237672379
1036971179802,4d183eba-3cd5-4d7f-89c1-0669c6b33fe6,Laura Higgins,2022-12-30,2022-12-31,Same Day,Smithstad,Kansas,75299,South,Furniture,Phones,Operative contextually-based secured line,1967.71,3,0.43,1080.7557805095812
5188888067065,f982f4e0-8603-456a-95ea-cbcfab1021ce,Mrs. Alexis Kramer,2023-03-23,2023-03-28,First Class,Lake Diane,Connecticut,76772,South,Technology,Binders,User-centric web-enabled groupware,413.02,3,0.41,198.36078008929775
5277221704306,8bc78e81-5a30-4528-8b59-95622227219f,Stacey Stewart,2023-01-28,2023-02-05,Standard Class,Haysside,New Mexico,33703,East,Office Supplies,Tables,Automated web-enabled project,1901.15,10,0.02,1840.7325977868995
0541566765274,dcb51c53-5b62-48df-893e-904d30ec2796,Holly Salinas,2022-11-22,2022-11-26,Standard Class,Lake Rogerchester,Rhode Island,24153,South,Technology,Bookcases,Quality-focused explicit Graphic Interface,1740.55,2,0.42,994.9163873770332
4479627570597,a9320094-53f2-4f11-947f-65701a43db54,Mrs. Veronica Gould MD,2024-06-20,2024-06-27,Second Class,Coxburgh,Alaska,19215,Central,Technology,Binders,Robust systematic toolset,617.94,3,0.12,527.7867744428979
3556909275577,113634a5-2050-4c62-88e8-95d7702c1821,Laura Moreno,2023-06-14,2023-06-24,Standard Class,Debrabury,Delaware,03897,East,Furniture,Bookcases,User-centric contextually-based methodology,839.34,7,0.22,628.9948375877243
1447394731216,8fc9c86b-e9dd-4bf5-a311-9aca848af440,Steven Wallace,2022-02-17,2022-02-24,Standard Class,Elizabethland,Oklahoma,71564,Central,Furniture,Tables,Implemented exuding complexity,984.62,3,0.04,901.3427050375756
2583132370589,b34191b8-ed65-42b4-b5a5-f8e6b6391f04,Julie Bird,2022-04-23,2022-04-29,Same Day,North Kylefort,North Dakota,54344,West,Furniture,Binders,Visionary incremental orchestration,1849.31,10,0.41,1083.6791797869023
1778528922683,5128b9b1-f8ed-40ca-a015-6a7212e153a6,Amy Martinez,2022-05-29,2022-05-31,Same Day,Fredmouth,Virginia,30053,West,Office Supplies,Tables,Monitored multi-state forecast,1753.87,1,0.15,1457.1957057468774
8424981829924,3240d7a1-4027-4b7d-9430-29a9d88f1c94,Marcus Winters,2023-03-12,2023-03-21,Standard Class,Port Michelleland,Arizona,84577,West,Furniture,Chairs,Visionary object-oriented firmware,1264.34,9,0.27,873.766399177013
6907844736475,92779574-c457-4cc3-b5f7-89bca6b07458,Anthony Gonzales,2023-10-26,2023-11-04,First Class,Harrisberg,Massachusetts,94658,Central,Furniture,Bookcases,Intuitive upward-trending hardware,966.44,1,0.28,673.4675447106486
5881537147322,c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,Dylan Cruz,2024-05-16,2024-05-18,First Class,Wrightburgh,Massachusetts,76219,East,Technology,Phones,Up-sized foreground core,353.17,10,0.01,333.5186726930307
8774701687335,fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,Amber Campbell,2024-04-19,2024-04-25,Second Class,Mitchelltown,Connecticut,56983,East,Furniture,Binders,Devolved empowering superstructure,1939.99,10,0.43,1089.560074155473
0609835841682,5dae1201-673b-48bd-838c-1dec5da39a73,Joshua Bryan,2024-05-29,2024-05-30,Standard Class,East Theresafurt,Mississippi,44945,Central,Technology,Phones,Realigned high-level system engine,131.83,6,0.18,66.04517137993744
6800025787290,8255da61-9a3b-4319-b2f5-751024eeb4a6,Brenda Velazquez,2023-02-10,2023-02-13,Same Day,South Vicki,West Virginia,39722,West,Technology,Bookcases,Reverse-engineered global middleware,1158.39,10,0.23,852.0244027886439
9470551694095,7d66971e-8847-4c56-827c-9f8cd40ac5e9,Walter Patton,2024-03-20,2024-03-22,Second Class,Lake Brett,New Mexico,22850,West,Furniture,Phones,Progressive responsive success,80.26,4,0.42,29.7539969276982
2309130756268,61542765-d756-4a9c-864c-96479ea7017c,Jennifer Hampton,2023-10-06,2023-10-10,Standard Class,Lake Devinborough,Oklahoma,43105,Central,Technology,Phones,Switchable mission-critical moderator,312.71,6,0.14,221.6970281618291
7858549733483,2c55aef7-f4e9-4734-9052-1700607796a3,Todd Hendrix,2022-12-26,2023-01-02,First Class,Lake Janet,Massachusetts,63389,Central,Technology,Binders,Monitored next generation utilization,1894.32,1,0.05,1763.19956234416
9866524041575,1f33242d-49ac-4087-8601-5028b8beff3d,Nicole Lewis,2024-01-18,2024-01-20,Second Class,Sarahview,Florida,14817,West,Technology,Binders,Seamless user-facing parallelism,506.77,1,0.14,420.6624477262647
8330165712084,ab7a3d1c-0cfe-4683-be11-bafe3d4196fe,Brooke Delgado,2023-10-12,2023-10-16,Same Day,Santosport,Massachusetts,37910,East,Office Supplies,Chairs,Stand-alone analyzing throughput,1262.78,10,0.13,1068.0474361804577
8026206724009,3b72c86d-92fa-475f-a6fd-0cb116e6e5c0,Lance Hebert,2023-03-08,2023-03-11,Same Day,Shawnside,North Dakota,65239,Central,Furniture,Tables,Devolved motivating Local Area Network,849.45,8,0.31,570.526668756341
5274205493294,1cd66b09-cf0e-4d2b-b15c-167a45d8a6ad,Stephanie Wilcox,2023-12-13,2023-12-22,First Class,Christopherville,Idaho,18931,Central,Office Supplies,Tables,Polarized fresh-thinking encryption,642.39,5,0.16,524.587583398349
7454990453019,3c4b1eec-6231-4e73-82c2-d2eb01bf9e73,Christopher Parks,2024-09-30,2024-10-06,Same Day,Hannahport,Mississippi,81061,West,Office Supplies,Binders,Face-to-face directional challenge,757.69,1,0.21,573.8947793114006
9568783391872,bf6b8cdf-7479-4b61-a737-2b527a6a2107,Heidi Stark,2022-03-27,2022-04-06,Standard Class,Port Amyhaven,Illinois,75566,West,Furniture,Chairs,Public-key coherent concept,781.29,6,0.33,500.52878362508164
1397187072869,711c7673-8535-4a69-9abf-984e53ff8461,Anthony Ford,2023-01-25,2023-02-01,Same Day,South Jonathantown,West Virginia,29061,West,Technology,Binders,Reduced asynchronous analyzer,610.83,3,0.49,272.11752773996346
8017046226563,105291d3-b34c-4c73-9833-0b306c776e95,Thomas Bennett,2022-02-05,2022-02-07,Standard Class,Lake Michelle,Delaware,23893,West,Furniture,Phones,Public-key hybrid moderator,1846.92,2,0.08,1689.6187942828242
0047868633759,390239d9-fa8d-4e42-ba54-e9202099d180,Colin Golden,2022-03-28,2022-04-05,First Class,Port Donnatown,Kansas,27512,West,Furniture,Bookcases,Cloned bandwidth-monitored policy,568.64,3,0.39,333.1830566730867
0306738302844,ac09bdb7-9908-4e47-b249-f62c08987462,Thomas Johnston,2024-03-19,2024-03-28,First Class,Joelberg,Texas,68822,East,Technology,Bookcases,Face-to-face incremental framework,1605.82,8,0.44,865.6898678269672
9268705685668,f2d2393f-8e85-440d-8f9a-eb7046707cd6,James Webster,2023-10-09,2023-10-19,First Class,Port Jeremiah,Virginia,19421,South,Office Supplies,Phones,Persistent analyzing open architecture,1364.92,3,0.26,999.239160168891
8263435175183,8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,Cheryl Adams,2024-08-15,2024-08-22,Second Class,Port Charlesshire,Washington,88509,East,Office Supplies,Chairs,Realigned didactic matrices,690.72,3,0.14,582.8357651377605
4033173936384,553d2625-e833-4da5-9e95-d6953579c143,Douglas Owens,2024-07-07,2024-07-15,Second Class,Kylestad,North Carolina,65680,Central,Office Supplies,Binders,Persistent bandwidth-monitored website,1299.17,7,0.04,1229.8968362030357
5355609320482,c2fa1da8-7830-4631-b8f0-188efb37afae,Lauren Butler,2022-05-28,2022-06-02,Standard Class,West Jerry,Oregon,32709,West,Office Supplies,Bookcases,Proactive neutral projection,1371.64,6,0.38,819.5006651329461
7772522872801,41e02a89-566a-4ce7-af52-1b94f186e47a,Sara Jones,2024-08-07,2024-08-09,Same Day,Port Adamberg,South Dakota,30835,East,Furniture,Binders,Cloned tertiary collaboration,969.95,1,0.36,594.5305461704831
5099770088603,74bd0c93-8177-4661-b7fe-032c02571851,Nathan Nichols,2022-12-23,2022-12-26,Second Class,New Lisachester,Idaho,14527,East,Technology,Phones,Cross-platform multi-tasking collaboration,474.04,7,0.17,385.3748702236018
4546156793343,86c5d1d6-9ea9-4508-b122-75923db02235,Sarah Valdez,2024-07-09,2024-07-19,Same Day,North Richardfurt,Oklahoma,62891,South,Furniture,Tables,Centralized scalable access,86.33,4,0.3,53.2838475479288
6591803397403,7ff6b824-152a-4aec-abdf-cb41b3eda8f1,Melinda Ramirez,2024-01-25,2024-01-30,Second Class,East Sarahmouth,Alaska,27653,Central,Office Supplies,Tables,Reverse-engineered client-server system engine,700.7,1,0.34,418.5406618060805
1429396856210,65f6ba53-d226-48b3-b674-410dd218c9d6,Valerie Brown,2023-08-13,2023-08-22,First Class,Port Charles,Rhode Island,80961,West,Office Supplies,Chairs,Right-sized hybrid time-frame,1242.2,8,0.17,1007.8598039922944
7735866296191,45f8c28d-a255-41bb-8795-8c1f538d6b8c,David Jones,2022-11-24,2022-11-30,Same Day,South Jennifer,South Dakota,20722,West,Office Supplies,Bookcases,User-centric human-resource functionalities,1170.24,8,0.13,988.7658712545076
4754121267885,01547950-176d-421f-9b46-ebdc5c56d9bc,Ashley Davis,2024-02-11,2024-02-15,Second Class,New Carlymouth,Missouri,02118,South,Furniture,Binders,Implemented incremental info-mediaries,1936.64,7,0.22,1464.964124522375
8398262244471,e6b0da0a-b98f-4dbe-95ae-de0fc777a07f,Christopher Hill,2023-01-12,2023-01-17,Standard Class,Pattonstad,Kentucky,32822,South,Office Supplies,Chairs,Up-sized responsive methodology,361.46,10,0.33,216.57618267261307
1240659657562,75366b9f-320f-42c0-9dde-01889803b22e,Shannon Mccann,2022-05-03,2022-05-09,Standard Class,Malikborough,New Mexico,41681,East,Furniture,Tables,Enhanced hybrid functionalities,888.51,6,0.26,612.2540485472197
7935646519391,a205e54f-b1e8-409d-bc20-b9f24a9c589e,Catherine Saunders MD,2023-09-21,2023-09-30,Second Class,South Lauren,Vermont,09565,South,Office Supplies,Chairs,Open-source systematic methodology,1384.13,7,0.28,952.4898026812731
4266179796885,3df51967-4d86-40bd-a222-4f9623a13e20,Sheila Barnes,2021-11-30,2021-12-04,First Class,Jacquelineside,Rhode Island,84148,East,Office Supplies,Phones,Configurable bi-directional throughput,1694.32,2,0.16,1375.4956039313931
2909656101438,5ae1dbad-aa29-40fd-a858-94df3f8c1097,Kelly Carpenter,2024-03-15,2024-03-19,Same Day,South Neil,New Jersey,89571,West,Technology,Phones,Reverse-engineered system-worthy middleware,1221.0,6,0.2,967.425013880601
7146112545732,0649bcf6-ff69-423d-984f-c85b2697384d,Hannah Davis,2024-09-20,2024-09-24,Standard Class,Floresport,Arizona,93664,South,Office Supplies,Bookcases,Customizable 3rdgeneration Graphical User Interface,151.85,10,0.48,56.5085631031653
2382825867364,ccd015c1-ad59-40dd-9bff-3142a5e15b55,Charlotte Sandoval,2023-06-10,2023-06-12,Second Class,Lake Christinaborough,New Hampshire,78122,South,Office Supplies,Phones,Optimized human-resource ability,1171.77,6,0.43,639.6025411224917
1918255371471,47419b48-34ae-4abd-b6fc-e0acb4698db3,Margaret Harper,2024-05-10,2024-05-13,First Class,Matthewsstad,Minnesota,60513,Central,Technology,Bookcases,Secured context-sensitive service-desk,845.58,7,0.46,418.6232608485906
9912513412526,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,Jennifer Taylor,2023-05-23,2023-05-29,First Class,Lopezside,Vermont,85076,West,Furniture,Tables,Enhanced next generation concept,1697.14,3,0.37,1038.1156944624804
5790507236884,2fe5b140-23ea-4956-89f1-137d7d592e19,Jennifer Vasquez,2023-08-24,2023-08-27,Second Class,Jacksonshire,Alaska,29406,Central,Technology,Chairs,Implemented 5thgeneration focus group,431.15,6,0.41,211.71660879864135
7978819148585,2b0fbe44-49e6-4c22-89a0-b7eb398f569b,Amanda Ball,2024-01-30,2024-02-08,Second Class,South Curtis,Tennessee,98981,South,Office Supplies,Phones,Fully-configurable exuding alliance,21.12,4,0.35,-28.16324998703836
